soil_type,nitrogen,phosphorus,potassium,temperature,humidity,rainfall,ph,season,crop_label
Loamy,88,56,60,21.15,81.66,87.3,5.6,Zaid,Cotton
Red,48,69,58,20.77,52.88,134.37,5.52,Zaid,Groundnut
Loamy,72,60,53,34.01,63.54,293.63,6.14,Rabi,Soybean
Sandy,84,53,60,21.82,43.98,169.64,7.47,Zaid,Wheat
Sandy,49,74,40,23.69,72.5,271.67,7.1,Zaid,Cotton
Clay,53,32,54,30.76,56.86,220.27,7.1,Kharif,Soybean
Sandy,87,38,63,33.7,84.22,221.73,5.5,Kharif,Sugarcane
Red,42,31,35,34.74,73.83,253.09,6.05,Kharif,Cotton
Red,84,48,31,21.66,87.65,155.42,5.7,Zaid,Rice
Sandy,60,35,38,34.94,53.06,129.99,6.62,Rabi,Sugarcane
Black,58,49,68,31.61,64.47,135.25,6.07,Kharif,Rice
Sandy,75,41,24,27.06,82.52,152.64,5.8,Zaid,Sugarcane
Black,95,28,40,19.67,52.89,107.26,7.1,Rabi,Sugarcane
Black,50,58,40,23.9,65.66,220.6,6.98,Zaid,Cotton
Black,72,37,27,33.73,83.78,104.26,5.62,Kharif,Maize
Sandy,71,52,62,29.21,62.58,247.84,6.4,Kharif,Groundnut
Red,64,61,36,19.26,70.36,255.0,6.33,Zaid,Sugarcane
Sandy,69,48,66,31.15,83.42,258.91,7.12,Zaid,Cotton
Clay,82,68,25,19.63,88.36,144.9,6.06,Rabi,Maize
Black,55,44,35,25.12,45.68,117.38,6.31,Kharif,Groundnut
Red,81,51,52,29.15,85.58,57.7,7.33,Zaid,Rice
Clay,99,73,53,28.07,40.81,193.17,5.78,Zaid,Cotton
Black,59,21,59,26.01,42.06,185.25,5.81,Rabi,Wheat
Sandy,48,49,65,32.0,89.08,118.74,6.8,Zaid,Maize
Sandy,54,52,69,25.8,82.56,276.35,5.52,Zaid,Wheat
Clay,80,27,64,25.58,44.01,244.97,7.4,Kharif,Maize
Clay,51,31,44,19.6,78.51,179.0,6.36,Rabi,Sugarcane
Clay,91,52,69,34.79,82.25,281.51,6.46,Zaid,Maize
Black,68,30,45,21.78,70.65,153.32,7.29,Rabi,Cotton
Black,60,58,39,34.0,82.87,207.86,5.79,Rabi,Rice
Sandy,92,33,40,28.31,55.01,95.19,5.87,Kharif,Cotton
Red,40,53,23,34.37,52.8,92.87,5.86,Kharif,Rice
Clay,88,24,68,20.82,84.36,206.59,5.88,Kharif,Groundnut
Loamy,94,73,58,20.02,56.65,268.06,5.99,Zaid,Wheat
Red,42,54,53,23.15,57.55,224.91,6.66,Kharif,Sugarcane
Loamy,61,31,67,26.74,60.48,174.95,7.06,Zaid,Soybean
Loamy,50,22,23,31.68,80.76,217.73,7.13,Zaid,Sugarcane
Black,71,52,24,34.82,78.79,219.02,7.03,Zaid,Rice
Loamy,72,59,33,27.5,88.72,178.38,6.32,Zaid,Cotton
Clay,78,79,41,25.11,50.14,122.81,7.3,Zaid,Rice
Loamy,52,45,45,32.29,88.18,131.59,5.75,Zaid,Rice
Clay,71,72,30,26.44,47.93,282.22,7.12,Kharif,Soybean
Red,90,64,67,34.74,76.82,121.45,6.15,Kharif,Soybean
Red,96,28,42,22.35,60.67,165.8,7.2,Kharif,Soybean
Loamy,93,36,34,27.21,65.51,122.17,6.4,Rabi,Sugarcane
Loamy,43,43,48,32.98,52.11,268.46,6.18,Zaid,Sugarcane
Black,69,22,24,29.18,71.41,103.87,7.06,Kharif,Soybean
Red,71,47,57,18.87,65.71,117.2,6.19,Zaid,Groundnut
Black,50,49,32,34.68,59.41,133.17,5.91,Kharif,Wheat
Clay,84,63,63,18.59,42.44,89.74,7.23,Kharif,Groundnut
Sandy,68,33,27,30.23,57.24,246.14,5.7,Rabi,Groundnut
Black,74,26,24,21.55,56.03,146.55,7.33,Rabi,Soybean
Sandy,48,62,23,26.91,51.72,241.33,6.93,Kharif,Cotton
Black,70,55,64,25.77,83.95,93.81,6.71,Zaid,Soybean
Sandy,87,57,27,20.52,43.61,274.43,6.88,Zaid,Sugarcane
Sandy,94,38,38,22.47,42.91,122.47,7.03,Zaid,Soybean
Red,51,75,45,29.18,62.49,263.66,7.11,Kharif,Groundnut
Loamy,40,60,27,18.03,45.08,95.72,6.62,Rabi,Groundnut
Sandy,75,43,21,20.44,42.06,159.83,6.77,Kharif,Sugarcane
Red,69,44,69,26.4,61.52,83.12,6.16,Kharif,Groundnut
Loamy,96,21,31,27.01,46.98,172.44,6.03,Zaid,Sugarcane
Sandy,76,45,58,26.46,51.24,215.65,6.77,Kharif,Cotton
Sandy,62,63,21,22.54,81.63,295.94,7.0,Zaid,Sugarcane
Clay,94,78,36,29.67,62.32,103.6,5.51,Zaid,Cotton
Red,73,22,48,26.76,48.84,218.97,6.9,Rabi,Wheat
Loamy,45,25,62,22.21,66.27,147.85,7.45,Zaid,Maize
Red,46,60,59,22.2,62.48,119.49,5.92,Zaid,Maize
Black,81,64,42,33.17,66.84,170.02,6.12,Rabi,Sugarcane
Sandy,85,28,30,24.29,55.85,156.52,6.84,Zaid,Rice
Sandy,74,68,25,26.1,69.69,59.2,7.0,Rabi,Rice
Loamy,74,41,38,27.35,84.6,217.98,7.44,Zaid,Rice
Red,83,53,35,34.58,55.65,65.6,5.94,Kharif,Sugarcane
Loamy,80,20,51,25.14,58.74,177.4,5.69,Kharif,Groundnut
Sandy,74,23,21,24.11,71.3,152.48,6.86,Zaid,Sugarcane
Clay,72,45,30,23.5,55.51,118.98,6.29,Zaid,Sugarcane
Loamy,52,24,55,21.05,52.1,56.01,5.7,Zaid,Groundnut
Sandy,82,47,62,23.76,54.93,213.61,6.24,Kharif,Wheat
Sandy,79,54,21,18.03,73.16,98.45,7.33,Rabi,Cotton
Sandy,69,75,49,25.93,71.86,51.89,6.1,Rabi,Cotton
Clay,71,30,27,18.18,56.15,297.09,6.03,Kharif,Wheat
Black,59,77,62,26.22,54.51,179.35,5.63,Zaid,Maize
Red,60,47,44,22.52,47.34,195.03,5.7,Rabi,Soybean
Loamy,78,38,66,20.53,42.62,125.1,7.0,Kharif,Maize
Black,64,63,39,22.62,74.23,216.27,6.73,Kharif,Groundnut
Loamy,69,64,44,28.89,43.08,209.3,6.29,Kharif,Maize
Sandy,99,65,32,23.49,63.3,260.02,5.93,Zaid,Cotton
Red,88,57,42,28.24,48.37,132.6,6.27,Zaid,Rice
Sandy,69,36,40,21.0,81.69,117.52,6.02,Zaid,Wheat
Black,58,34,38,26.52,44.92,103.17,7.33,Zaid,Wheat
Black,53,71,61,20.17,84.74,55.19,5.86,Kharif,Wheat
Clay,82,42,37,31.58,42.96,132.2,5.65,Zaid,Rice
Sandy,88,23,42,18.47,60.95,77.33,7.25,Rabi,Soybean
Loamy,66,56,45,32.56,43.68,290.77,6.81,Kharif,Soybean
Red,62,23,62,18.86,66.8,279.82,6.29,Kharif,Soybean
Clay,83,20,28,22.31,50.67,259.55,7.1,Kharif,Sugarcane
Black,93,37,64,19.48,85.53,148.35,7.42,Zaid,Groundnut
Black,56,41,62,24.3,82.43,197.88,6.23,Zaid,Cotton
Black,43,45,51,34.71,71.25,176.76,5.9,Kharif,Groundnut
Red,98,27,62,33.67,62.31,112.08,6.45,Rabi,Sugarcane
Clay,65,38,49,21.82,66.64,64.47,6.36,Zaid,Soybean
Clay,46,74,65,29.72,73.57,295.13,6.39,Kharif,Cotton
Clay,44,50,24,31.6,41.78,143.63,6.41,Zaid,Sugarcane
Black,49,45,66,33.12,44.62,146.23,6.55,Rabi,Groundnut
Clay,81,63,25,33.79,45.2,82.52,5.92,Zaid,Maize
Clay,69,23,47,33.39,50.47,67.52,6.21,Rabi,Rice
Clay,85,74,69,33.46,74.81,144.18,6.14,Rabi,Rice
Red,80,39,39,21.87,89.95,151.34,5.89,Zaid,Wheat
Loamy,84,68,57,27.26,85.39,106.35,6.65,Zaid,Rice
Clay,80,73,48,25.99,55.09,191.44,6.31,Rabi,Cotton
Loamy,76,62,36,21.54,73.09,201.96,6.32,Rabi,Wheat
Sandy,98,78,23,24.93,73.84,66.64,6.25,Rabi,Cotton
Sandy,61,62,31,31.5,41.37,74.73,6.33,Rabi,Maize
Clay,87,71,62,22.53,60.11,110.31,6.93,Zaid,Soybean
Clay,91,74,63,33.32,78.95,204.48,7.47,Kharif,Cotton
Sandy,52,40,20,22.56,88.3,266.0,5.96,Rabi,Soybean
Sandy,74,43,47,22.28,42.37,182.71,6.95,Kharif,Soybean
Red,51,56,28,33.83,78.32,91.58,6.16,Rabi,Groundnut
Loamy,81,28,56,22.26,61.11,271.28,6.57,Kharif,Cotton
Clay,89,62,20,18.73,44.4,63.27,6.16,Kharif,Wheat
Red,80,57,25,24.02,43.03,144.06,5.67,Rabi,Wheat
Clay,59,31,40,34.6,40.77,100.93,7.26,Kharif,Rice
Red,40,22,45,21.02,73.7,127.77,5.83,Kharif,Rice
Red,53,52,24,27.04,49.56,299.98,5.92,Zaid,Groundnut
Clay,44,29,24,31.79,86.72,256.53,5.62,Kharif,Cotton
Sandy,95,54,54,29.04,80.98,83.71,6.7,Rabi,Sugarcane
Black,46,27,56,20.13,41.12,237.36,6.25,Rabi,Wheat
Red,58,79,65,34.22,70.5,139.07,6.7,Zaid,Sugarcane
Black,50,47,68,29.07,81.0,95.94,6.57,Rabi,Cotton
Black,41,44,29,18.65,45.86,273.72,6.23,Rabi,Soybean
Clay,93,48,34,20.61,82.3,99.82,6.42,Zaid,Soybean
Red,86,34,41,34.87,53.26,253.32,6.71,Zaid,Rice
Red,63,64,41,18.45,49.37,251.79,6.86,Rabi,Wheat
Loamy,66,72,37,26.82,54.48,116.37,7.15,Rabi,Cotton
Black,82,32,68,28.88,71.04,267.46,7.05,Rabi,Maize
Red,86,68,40,30.56,69.48,262.38,7.2,Zaid,Rice
Loamy,59,64,37,25.16,46.3,253.44,6.13,Rabi,Groundnut
Sandy,62,30,57,30.17,76.58,157.21,6.7,Zaid,Wheat
Sandy,42,34,48,31.61,45.15,291.39,7.36,Zaid,Maize
Loamy,97,45,46,33.79,74.15,296.07,6.7,Kharif,Sugarcane
Red,57,39,36,31.7,62.94,161.64,6.91,Zaid,Soybean
Red,75,31,41,19.32,47.97,80.85,5.93,Kharif,Maize
Black,54,46,58,34.72,55.74,51.77,7.09,Rabi,Maize
Red,49,66,48,19.22,86.06,61.15,5.67,Rabi,Groundnut
Loamy,45,21,45,31.59,88.86,177.83,6.15,Rabi,Wheat
Sandy,91,79,47,33.71,62.05,129.67,7.07,Zaid,Sugarcane
Sandy,96,59,51,32.58,72.74,277.01,5.92,Rabi,Cotton
Black,61,60,35,20.12,58.38,65.28,5.65,Rabi,Soybean
Sandy,86,26,50,21.23,89.63,137.85,7.27,Zaid,Cotton
Red,68,54,49,28.45,84.82,124.39,7.1,Kharif,Sugarcane
Black,79,59,54,20.52,87.78,175.78,5.82,Kharif,Rice
Red,69,69,46,19.87,55.83,206.26,7.44,Rabi,Wheat
Loamy,46,59,40,30.63,46.71,136.27,5.79,Zaid,Sugarcane
Loamy,61,49,50,29.64,87.2,224.23,5.61,Rabi,Soybean
Loamy,87,55,57,28.15,89.33,264.6,6.57,Rabi,Rice
Red,66,50,28,32.8,86.7,149.47,5.63,Zaid,Groundnut
Red,92,52,29,24.61,81.45,206.08,6.0,Zaid,Rice
Red,75,63,59,18.77,42.62,151.5,6.03,Kharif,Soybean
Clay,87,40,55,29.78,83.87,213.92,6.44,Rabi,Soybean
Red,64,66,25,28.75,78.17,77.71,6.04,Rabi,Maize
Red,65,35,48,19.34,52.54,117.79,6.5,Zaid,Maize
Black,44,75,43,34.28,78.76,142.97,7.35,Zaid,Groundnut
Black,69,46,44,30.2,53.08,297.14,7.47,Rabi,Wheat
Black,76,20,33,29.49,87.33,173.6,7.04,Kharif,Rice
Clay,40,24,46,33.62,77.46,174.21,6.29,Rabi,Rice
Black,85,53,52,27.84,64.24,221.48,5.78,Zaid,Rice
Black,45,71,58,23.71,77.12,76.33,6.06,Kharif,Cotton
Clay,64,58,22,23.45,56.84,154.21,5.55,Zaid,Rice
Black,85,73,20,32.19,49.1,216.1,7.24,Kharif,Groundnut
Clay,73,27,54,34.32,89.91,144.49,6.59,Kharif,Cotton
Clay,42,20,62,30.62,52.3,165.59,5.76,Rabi,Sugarcane
Sandy,52,76,24,30.94,81.88,66.27,5.93,Zaid,Cotton
Red,83,30,35,21.79,89.22,65.57,6.25,Rabi,Soybean
Clay,90,61,59,18.93,73.97,93.99,6.2,Zaid,Cotton
Red,41,64,55,23.58,89.49,226.58,5.52,Rabi,Sugarcane
Clay,51,36,55,25.57,84.9,196.84,6.99,Kharif,Wheat
Red,81,34,58,24.9,68.88,72.53,5.6,Rabi,Sugarcane
Loamy,84,51,54,18.91,78.37,52.79,7.11,Zaid,Cotton
Clay,76,75,65,32.12,56.19,259.37,6.86,Zaid,Maize
Loamy,59,48,41,34.8,60.02,238.42,5.96,Zaid,Cotton
Red,65,34,43,33.48,84.8,215.24,5.75,Rabi,Soybean
Red,45,23,22,19.98,65.2,251.88,5.57,Rabi,Groundnut
Sandy,94,56,33,33.77,50.55,265.56,6.43,Zaid,Cotton
Black,89,34,25,34.73,69.5,88.33,5.99,Zaid,Wheat
Red,71,58,23,24.21,62.88,55.85,5.69,Kharif,Sugarcane
Red,54,34,33,30.3,81.33,159.46,6.08,Rabi,Sugarcane
Clay,70,50,43,23.12,52.04,120.14,6.89,Rabi,Groundnut
Black,46,29,43,30.66,47.66,228.91,7.11,Kharif,Groundnut
Clay,74,31,69,31.31,63.1,269.16,5.81,Kharif,Rice
Clay,50,74,57,31.91,85.14,174.46,5.87,Kharif,Cotton
Black,56,52,35,31.97,59.56,223.59,5.99,Rabi,Rice
Clay,67,31,38,29.58,63.48,160.63,5.81,Rabi,Sugarcane
Sandy,63,33,44,20.7,46.21,195.4,6.21,Rabi,Wheat
Sandy,98,28,25,24.42,89.89,299.81,5.94,Rabi,Sugarcane
Loamy,76,36,69,21.68,65.83,72.27,7.15,Kharif,Soybean
Black,66,68,65,26.58,73.66,177.41,5.68,Kharif,Rice
Loamy,41,46,51,18.32,52.09,133.95,6.69,Zaid,Groundnut
Red,99,45,51,34.74,83.83,235.95,5.71,Kharif,Sugarcane
Sandy,62,23,27,20.01,71.59,267.72,6.09,Zaid,Wheat
Clay,76,32,54,27.06,75.45,250.77,7.18,Rabi,Groundnut
Red,71,78,67,28.53,80.68,158.81,6.42,Kharif,Groundnut
Sandy,59,60,24,19.27,89.02,77.61,7.01,Kharif,Cotton
Black,44,45,42,21.16,78.52,269.63,6.94,Zaid,Groundnut
Black,63,76,41,25.12,60.88,228.92,6.12,Zaid,Maize
Sandy,90,43,43,23.85,71.04,288.9,6.49,Zaid,Sugarcane
Sandy,67,54,63,23.71,51.19,194.15,6.33,Kharif,Sugarcane
Sandy,62,29,32,25.33,65.2,265.28,7.19,Zaid,Maize
Clay,90,23,21,24.82,57.41,203.45,6.14,Zaid,Cotton
Sandy,47,34,55,28.11,67.83,62.5,5.74,Zaid,Sugarcane
Red,65,23,43,26.77,47.44,205.71,5.95,Zaid,Rice
Loamy,58,71,29,26.52,51.96,68.25,6.4,Kharif,Cotton
Clay,95,67,31,27.19,88.53,175.53,6.97,Rabi,Maize
Clay,95,40,23,27.76,65.67,64.27,6.41,Zaid,Cotton
Black,79,58,44,24.91,68.76,78.19,5.7,Kharif,Groundnut
Black,70,31,68,27.2,85.4,130.48,6.93,Rabi,Soybean
Red,83,62,40,28.38,47.64,235.97,6.47,Kharif,Maize
Clay,43,53,33,21.2,52.47,277.21,6.26,Kharif,Sugarcane
Loamy,80,73,58,27.93,73.68,278.28,6.45,Kharif,Maize
Sandy,93,65,32,22.89,57.67,274.19,6.23,Kharif,Groundnut
Red,46,21,69,20.55,76.76,124.18,7.06,Zaid,Sugarcane
Sandy,83,55,31,32.02,52.54,113.99,7.14,Rabi,Cotton
Loamy,86,51,48,29.73,42.97,275.9,7.46,Kharif,Cotton
Red,79,65,32,33.54,69.99,247.01,6.9,Rabi,Rice
Red,90,20,25,33.53,63.65,167.54,6.38,Rabi,Soybean
Loamy,79,55,29,21.75,52.31,189.01,6.79,Zaid,Cotton
Red,78,42,43,21.63,85.69,105.36,6.19,Zaid,Cotton
Red,41,56,48,30.14,73.34,202.04,6.22,Zaid,Maize
Sandy,81,68,68,21.7,83.78,235.42,6.18,Zaid,Maize
Loamy,99,62,33,20.79,63.34,229.57,6.4,Zaid,Rice
Clay,40,54,20,24.72,52.27,119.09,6.0,Rabi,Cotton
Red,97,44,62,27.05,46.64,142.65,6.49,Zaid,Soybean
Loamy,40,48,21,18.96,40.09,166.22,6.63,Rabi,Cotton
Black,65,60,50,18.06,52.64,291.69,7.09,Kharif,Rice
Clay,45,50,35,29.58,71.8,71.33,7.03,Kharif,Wheat
Sandy,46,72,63,18.09,72.97,185.92,6.57,Kharif,Maize
Clay,92,68,22,24.51,63.67,154.32,5.51,Rabi,Groundnut
Red,67,29,69,28.9,61.83,194.5,7.16,Rabi,Soybean
Loamy,74,39,21,25.08,63.38,152.67,5.82,Rabi,Maize
Loamy,63,26,46,20.27,49.1,156.82,6.63,Kharif,Wheat
Clay,81,71,28,32.94,73.25,148.89,7.1,Rabi,Cotton
Sandy,74,33,63,31.87,66.9,250.67,5.53,Rabi,Soybean
Black,46,77,40,23.94,46.36,271.86,5.66,Kharif,Soybean
Clay,87,63,27,19.94,68.27,88.74,5.78,Zaid,Sugarcane
Black,80,65,61,18.79,44.17,118.8,6.86,Rabi,Maize
Black,56,75,67,23.27,54.32,99.26,7.16,Zaid,Rice
Sandy,54,21,50,23.34,89.07,107.43,7.03,Kharif,Groundnut
Loamy,55,58,40,19.27,78.32,274.52,6.66,Rabi,Sugarcane
Loamy,52,48,54,33.98,44.09,141.55,6.74,Rabi,Groundnut
Black,53,42,48,33.17,46.5,213.37,6.75,Rabi,Sugarcane
Clay,90,51,61,19.34,85.56,148.72,6.93,Kharif,Rice
Clay,73,59,49,27.85,48.07,70.83,7.04,Zaid,Groundnut
Black,94,38,39,24.17,87.9,159.22,6.44,Kharif,Wheat
Sandy,74,52,32,27.91,79.76,135.1,6.63,Rabi,Soybean
Loamy,66,29,33,26.62,57.87,206.56,6.61,Rabi,Maize
Loamy,47,57,58,21.34,47.01,177.77,7.48,Kharif,Wheat
Black,65,69,68,24.15,63.38,102.03,5.7,Zaid,Groundnut
Sandy,73,68,29,22.51,83.14,254.5,6.14,Rabi,Groundnut
Red,96,66,54,18.78,71.3,121.37,6.52,Rabi,Maize
Loamy,90,21,39,28.56,51.59,239.21,6.09,Rabi,Rice
Sandy,50,22,48,25.55,57.2,81.16,6.48,Zaid,Rice
Sandy,84,22,52,32.52,48.45,237.69,6.98,Kharif,Rice
Black,50,60,63,18.55,64.94,258.0,7.42,Zaid,Rice
Loamy,47,29,22,32.8,68.77,209.66,5.71,Kharif,Maize
Red,75,65,56,18.87,52.05,295.92,6.9,Zaid,Soybean
Red,59,51,24,32.19,61.42,264.81,6.73,Rabi,Wheat
Red,95,73,22,31.61,82.67,98.85,7.26,Zaid,Cotton
Black,78,65,48,28.76,48.88,210.16,6.8,Zaid,Sugarcane
Black,77,71,50,32.08,57.37,246.43,6.61,Kharif,Maize
Clay,60,49,66,27.55,71.55,219.08,5.84,Rabi,Wheat
Loamy,70,56,54,19.54,68.61,217.86,7.44,Rabi,Groundnut
Clay,47,23,65,25.59,84.58,267.73,7.39,Rabi,Rice
Loamy,45,40,26,28.46,53.75,119.72,6.48,Zaid,Soybean
Black,48,78,28,25.72,74.67,149.81,5.91,Kharif,Soybean
Red,60,53,32,30.46,73.04,257.17,7.31,Kharif,Wheat
Black,72,59,63,22.39,47.4,105.52,6.59,Kharif,Rice
Sandy,49,67,20,34.39,74.22,252.61,6.62,Kharif,Sugarcane
Clay,95,28,57,26.25,80.13,132.71,5.99,Rabi,Sugarcane
Black,59,23,46,28.63,84.49,254.24,7.02,Kharif,Sugarcane
Loamy,88,44,27,20.26,78.93,280.14,6.69,Zaid,Groundnut
Loamy,99,27,37,19.34,80.37,259.8,6.43,Zaid,Maize
Clay,85,76,42,24.19,77.7,226.78,6.29,Zaid,Wheat
Loamy,91,27,58,26.09,71.06,244.48,6.42,Zaid,Rice
Sandy,78,27,48,34.77,74.4,278.83,7.5,Rabi,Soybean
Black,45,26,41,31.06,54.44,111.63,6.31,Rabi,Rice
Black,92,41,66,31.89,63.46,81.56,6.36,Zaid,Sugarcane
Sandy,42,28,42,34.21,58.23,54.2,6.99,Kharif,Sugarcane
Clay,79,50,25,24.66,69.08,86.64,5.57,Rabi,Sugarcane
Clay,85,77,39,21.82,86.27,61.87,7.2,Zaid,Sugarcane
Red,60,62,30,24.62,85.02,131.67,6.97,Zaid,Groundnut
Black,81,34,65,19.7,40.87,271.83,5.64,Rabi,Soybean
Black,76,38,42,19.81,69.39,84.02,6.01,Rabi,Sugarcane
Black,75,61,31,24.81,65.05,255.76,7.48,Kharif,Wheat
Red,48,71,57,27.02,52.92,298.84,7.37,Kharif,Maize
Red,90,72,23,20.15,67.06,98.1,7.47,Rabi,Groundnut
Clay,49,31,64,26.75,67.82,227.47,6.08,Kharif,Soybean
Red,99,76,49,29.52,43.48,64.83,6.39,Rabi,Rice
Sandy,46,57,56,32.61,88.93,219.32,7.23,Kharif,Wheat
Sandy,98,27,50,21.01,43.07,258.97,5.64,Kharif,Soybean
Red,41,25,42,34.2,74.46,78.56,7.29,Zaid,Wheat
Black,96,51,45,34.06,57.06,233.74,6.6,Kharif,Maize
Black,97,60,44,20.01,86.31,197.16,6.27,Kharif,Rice
Loamy,46,46,52,34.42,64.11,98.74,7.17,Rabi,Rice
Sandy,72,65,49,19.19,89.28,189.97,6.94,Kharif,Soybean
Clay,87,76,31,29.43,84.56,218.74,6.17,Kharif,Rice
Loamy,56,42,46,34.36,84.13,180.19,5.94,Zaid,Soybean
Clay,96,45,31,18.3,89.43,248.67,5.56,Rabi,Sugarcane
Clay,54,67,35,30.56,42.16,147.57,5.61,Rabi,Soybean
Clay,48,52,68,32.51,71.22,99.11,6.33,Zaid,Rice
Red,59,70,53,34.89,83.58,265.82,7.5,Kharif,Groundnut
Sandy,43,51,68,30.35,86.93,201.57,5.82,Zaid,Maize
Clay,60,60,31,30.82,79.55,241.77,6.58,Rabi,Wheat
Loamy,54,40,42,32.08,57.53,125.51,5.52,Zaid,Sugarcane
Black,52,42,65,25.02,56.9,66.8,7.3,Rabi,Cotton
Sandy,48,67,25,33.2,63.15,120.5,6.6,Zaid,Cotton
Clay,40,21,65,19.79,51.72,292.29,6.66,Rabi,Sugarcane
Red,91,53,37,22.02,81.18,118.22,6.82,Rabi,Wheat
Clay,46,58,62,25.92,56.09,88.35,6.53,Kharif,Maize
Loamy,73,63,40,32.33,85.69,76.11,5.85,Zaid,Rice
Sandy,73,33,58,25.12,55.73,265.02,5.71,Rabi,Sugarcane
Black,77,65,27,34.99,67.04,90.07,6.23,Zaid,Groundnut
Loamy,74,52,55,26.31,43.14,287.59,6.5,Kharif,Rice
Black,83,32,60,29.96,48.88,118.17,7.15,Kharif,Cotton
Loamy,67,25,22,31.65,49.88,240.94,7.33,Rabi,Groundnut
Red,71,69,46,32.11,62.9,90.49,5.64,Kharif,Rice
Loamy,61,45,63,22.99,72.99,252.73,5.61,Rabi,Soybean
Clay,69,44,57,22.73,44.13,124.58,6.58,Kharif,Cotton
Black,40,58,61,22.98,73.43,244.79,6.1,Kharif,Soybean
Red,45,34,42,20.47,47.16,157.19,5.6,Zaid,Cotton
Sandy,47,22,61,32.15,88.26,131.28,6.91,Zaid,Wheat
Red,73,56,43,27.65,44.17,94.7,6.19,Kharif,Rice
Black,87,78,63,33.79,40.81,287.98,5.79,Kharif,Sugarcane
Clay,94,44,43,34.66,80.5,140.05,6.53,Rabi,Groundnut
Sandy,85,51,43,21.43,86.94,79.79,5.64,Zaid,Groundnut
Sandy,81,73,41,28.35,50.32,163.35,6.89,Kharif,Rice
Black,62,36,52,31.3,52.18,237.94,6.24,Rabi,Cotton
Clay,69,32,52,20.65,66.02,169.36,5.91,Rabi,Rice
Black,96,29,46,29.88,71.76,244.61,5.94,Zaid,Rice
Sandy,51,41,58,19.1,54.31,222.39,6.31,Kharif,Rice
Red,65,63,42,29.01,79.54,97.63,6.86,Zaid,Wheat
Black,88,31,21,19.89,48.94,152.33,7.09,Rabi,Sugarcane
Clay,73,62,30,22.47,69.29,171.5,7.11,Zaid,Groundnut
Sandy,96,39,35,20.58,51.02,126.65,6.8,Rabi,Maize
Red,60,50,32,27.41,72.91,166.47,5.96,Rabi,Sugarcane
Loamy,97,49,47,26.87,41.39,74.2,5.89,Rabi,Groundnut
Red,95,49,50,31.8,43.77,107.03,6.54,Rabi,Cotton
Black,93,59,56,20.08,70.2,96.52,5.6,Rabi,Cotton
Red,77,22,51,30.12,77.94,84.38,5.84,Kharif,Soybean
Black,99,39,68,28.07,46.17,69.36,6.84,Rabi,Maize
Black,50,27,49,27.22,48.62,284.81,7.15,Kharif,Rice
Sandy,99,63,60,27.41,80.09,180.62,6.86,Zaid,Soybean
Black,47,39,40,32.93,85.71,289.99,7.01,Zaid,Rice
Loamy,80,33,32,33.8,41.67,188.58,6.92,Zaid,Groundnut
Red,90,24,36,24.23,64.27,187.39,5.98,Zaid,Sugarcane
Sandy,58,33,60,27.03,43.1,148.56,6.27,Kharif,Soybean
Red,40,78,39,34.56,73.52,287.67,5.82,Zaid,Soybean
Clay,91,29,20,32.75,51.83,122.95,6.04,Zaid,Groundnut
Sandy,89,31,47,30.25,72.48,78.42,7.06,Rabi,Cotton
Black,60,70,37,29.46,44.42,228.61,6.1,Kharif,Cotton
Loamy,58,32,48,22.73,44.33,158.01,6.16,Kharif,Maize
Sandy,42,21,30,33.16,50.28,280.91,5.67,Zaid,Soybean
Black,73,33,33,30.35,65.95,131.4,5.72,Zaid,Wheat
Sandy,47,41,28,26.55,73.18,178.42,6.16,Rabi,Maize
Red,68,24,51,28.8,85.6,60.02,5.75,Zaid,Rice
Loamy,67,75,34,29.04,80.65,113.38,6.3,Rabi,Sugarcane
Clay,83,42,68,19.08,72.23,145.25,6.05,Zaid,Wheat
Clay,40,60,60,23.11,53.19,292.81,5.7,Rabi,Groundnut
Red,45,58,26,27.31,49.68,97.44,7.03,Kharif,Wheat
Black,87,66,65,33.13,55.48,106.65,7.34,Rabi,Groundnut
Sandy,87,48,62,31.62,68.57,138.52,6.64,Rabi,Groundnut
Loamy,86,26,59,33.8,54.41,134.84,6.66,Rabi,Wheat
Loamy,52,31,32,29.01,75.74,86.6,5.72,Rabi,Cotton
Sandy,81,53,36,20.29,78.42,75.55,6.88,Rabi,Wheat
Black,82,51,61,28.63,88.02,145.26,5.74,Rabi,Groundnut
Loamy,73,28,22,34.67,54.6,125.81,6.51,Kharif,Sugarcane
Black,55,23,27,28.06,56.58,232.07,6.54,Rabi,Rice
Clay,53,79,25,22.06,57.62,66.19,7.35,Kharif,Maize
Black,40,78,25,21.13,77.71,250.56,6.17,Rabi,Sugarcane
Red,77,78,52,21.66,40.95,157.75,7.25,Rabi,Cotton
Clay,78,78,51,20.03,71.39,130.06,7.08,Kharif,Maize
Loamy,86,71,23,25.64,89.06,233.85,6.55,Rabi,Groundnut
Red,55,36,32,24.34,52.5,274.62,7.05,Rabi,Cotton
Sandy,77,28,68,29.66,87.36,298.79,5.61,Zaid,Sugarcane
Black,46,43,33,19.1,55.06,201.41,6.07,Kharif,Rice
Sandy,68,77,40,33.67,67.85,105.72,6.34,Zaid,Soybean
Loamy,65,30,63,28.56,75.77,115.89,6.65,Zaid,Soybean
Black,78,61,62,25.08,52.23,195.1,7.22,Kharif,Cotton
Clay,70,24,35,29.7,75.81,154.18,5.81,Rabi,Wheat
